City_ID,City,Country,Date,Current Description,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
203,Beloha,MG,2021-05-31 15:21:30,overcast clouds,-25.1667,45.05,67.33,70,90,11.79
204,Rio Gallegos,AR,2021-05-31 15:25:01,scattered clouds,-51.6226,-69.2181,32.05,86,40,2.3
205,Sakaiminato,JP,2021-05-31 15:25:01,few clouds,35.55,133.2333,62.58,88,20,10.36
206,Kruisfontein,ZA,2021-05-31 15:25:02,overcast clouds,-34.0033,24.7314,58.89,77,100,14.94
207,East London,ZA,2021-05-31 15:25:04,clear sky,-33.0153,27.9116,65.34,63,0,3.44
208,Hargeysa,SO,2021-05-31 15:24:17,overcast clouds,9.56,44.065,86.56,26,89,12.24
209,Mabaruma,GY,2021-05-31 15:25:04,overcast clouds,8.2,-59.7833,75.13,98,99,3.13
210,Comodoro Rivadavia,AR,2021-05-31 15:21:22,light rain,-45.8667,-67.5,42.66,87,90,6.91
211,Chirongui,YT,2021-05-31 15:25:05,clear sky,-12.9319,45.1483,80.53,68,2,4.7
212,Souillac,MU,2021-05-31 15:25:05,scattered clouds,-20.5167,57.5167,74.35,83,40,8.48
213,Xiongzhou,CN,2021-05-31 15:25:06,overcast clouds,25.1167,114.3,76.17,97,100,2.42
214,Kaitangata,NZ,2021-05-31 15:25:06,overcast clouds,-46.2817,169.8464,46.92,84,94,5.46
215,Mendi,PG,2021-05-31 15:25:07,overcast clouds,-6.1761,143.6513,56.17,99,95,0.96
216,Egvekinot,RU,2021-05-31 15:25:07,overcast clouds,66.3167,-179.1667,34.74,52,100,7.43
217,Chuy,UY,2021-05-31 15:25:08,scattered clouds,-33.6971,-53.4616,58.89,50,29,17.09
218,Auki,SB,2021-05-31 15:25:08,overcast clouds,-8.7676,160.7034,76.41,90,100,5.86
219,Talcahuano,CL,2021-05-31 15:25:09,fog,-36.7167,-73.1167,56.88,100,90,14.97
220,Mehamn,NO,2021-05-31 15:25:09,overcast clouds,71.0357,27.8492,44.78,93,100,25.55
221,Sungaipenuh,ID,2021-05-31 15:25:10,overcast clouds,-2.0833,101.3833,66.49,92,99,0.98
222,Khlevnoye,RU,2021-05-31 15:25:10,overcast clouds,52.1951,39.0932,51.82,82,100,9.93
223,Eureka,US,2021-05-31 15:25:11,overcast clouds,40.8021,-124.1637,59.2,85,90,3.96
224,Saint George,US,2021-05-31 15:21:01,clear sky,37.1041,-113.5841,82.87,16,1,1.99
225,Grand Gaube,MU,2021-05-31 15:25:11,clear sky,-20.0064,57.6608,74.37,76,0,3.0
226,Coahuayana,MX,2021-05-31 15:25:12,broken clouds,18.7333,-103.6833,89.08,39,77,1.95
227,Kaeo,NZ,2021-05-31 15:25:12,few clouds,-35.1,173.7833,52.32,95,16,5.95
228,Rawson,AR,2021-05-31 15:20:50,overcast clouds,-43.3002,-65.1023,46.71,69,100,11.54
229,Tuatapere,NZ,2021-05-31 15:21:55,broken clouds,-46.1333,167.6833,49.82,85,78,1.45
230,Tura,IN,2021-05-31 15:22:59,light rain,25.5198,90.2201,72.81,96,100,6.17
231,Morros,BR,2021-05-31 15:25:13,broken clouds,-9.4467,-46.3003,88.25,30,56,7.45
232,Sapa,PH,2021-05-31 15:25:13,overcast clouds,5.1544,120.3241,82.87,77,100,3.98
